"Cycle","Time","Iso","LatentIso","Microns","Fish_id","Watershed","Year","MA","TrueState","StateConfidence"
68,35.108,0.711488020572625,0.7115,436,"simulated_frequent","Simulated",2023,0.711612706732794,4,1
69,35.632,0.710740257257409,0.7115,438,"simulated_frequent","Simulated",2023,0.711663002406932,4,1
70,36.156,0.71142656964492,0.7115,440,"simulated_frequent","Simulated",2023,0.711713518953377,4,1
71,36.68,0.712826626893133,0.7115,442,"simulated_frequent","Simulated",2023,0.711718487198647,4,1
72,37.204,0.712019006514922,0.7115,444,"simulated_frequent","Simulated",2023,0.711650403932597,4,1
73,37.728,0.71015726900883,0.7115,446,"simulated_frequent","Simulated",2023,0.711575677596532,4,1
74,38.252,0.712683555648383,0.7115,448,"simulated_frequent","Simulated",2023,0.711493904643301,4,1
75,38.776,0.712075609387271,0.7115,450,"simulated_frequent","Simulated",2023,0.711545890862174,4,1
76,39.3,0.711462506077532,0.7115,452,"simulated_frequent","Simulated",2023,0.71142558097639,4,1
77,39.824,0.711480046713632,0.7115,454,"simulated_frequent","Simulated",2023,0.711379919933721,4,1
78,40.348,0.711323263445926,0.711489960723613,456,"simulated_frequent","Simulated",2023,0.711271963355538,4,0.993307149075715
79,40.872,0.711411209741107,0.711473020685057,458,"simulated_frequent","Simulated",2023,0.71125035901236,4,0.982013790037908
80,41.396,0.7117123347972,0.711428861190234,460,"simulated_frequent","Simulated",2023,0.711236058209909,4,0.952574126822433
81,41.92,0.711162286442446,0.711321195616967,462,"simulated_frequent","Simulated",2023,0.711197473366811,4,0.880797077977882
82,42.444,0.710556684707853,0.711096587867945,464,"simulated_frequent","Simulated",2023,0.71113750730571,4,0.731058578630005
83,42.968,0.711234369805921,0.71075,466,"simulated_frequent","Simulated",2023,0.711107157359856,3,0.5
84,43.492,0.710708932071641,0.710403412132055,468,"simulated_frequent","Simulated",2023,0.711170825610255,3,0.731058578630005
85,44.016,0.711505104298216,0.710178804383033,470,"simulated_frequent","Simulated",2023,0.71104694442571,3,0.880797077977882
86,44.54,0.709163476004317,0.710071138809766,472,"simulated_frequent","Simulated",2023,0.710957045151674,3,0.952574126822433
87,45.064,0.71135201344447,0.710026979314943,474,"simulated_frequent","Simulated",2023,0.710958356111104,3,0.982013790037908
88,45.588,0.710222087988537,0.71,476,"simulated_frequent","Simulated",2023,0.710917016334597,3,0.993307149075715
89,46.112,0.711034329365882,0.710010039276386,478,"simulated_frequent","Simulated",2023,0.710956294384725,3,0.993307149075715
90,46.636,0.710439940405951,0.710026979314943,480,"simulated_frequent","Simulated",2023,0.710912890379409,3,0.982013790037908
91,47.16,0.710616287939861,0.710071138809766,482,"simulated_frequent","Simulated",2023,0.710961619726503,3,0.952574126822433
92,47.684,0.711567339610008,0.710178804383033,484,"simulated_frequent","Simulated",2023,0.710931085229519,3,0.880797077977882
93,48.208,0.711381657651995,0.710403412132055,486,"simulated_frequent","Simulated",2023,0.710984716817919,3,0.731058578630005
94,48.732,0.711494302267209,0.71075,488,"simulated_frequent","Simulated",2023,0.711005411262389,4,0.5
95,49.256,0.710082050772946,0.711096587867945,490,"simulated_frequent","Simulated",2023,0.711049537155157,4,0.731058578630005
96,49.78,0.710187724632512,0.711321195616967,492,"simulated_frequent","Simulated",2023,0.71103818318008,4,0.880797077977882
97,50.304,0.711490036225546,0.711428861190234,494,"simulated_frequent","Simulated",2023,0.711172595825387,4,0.952574126822433
98,50.828,0.710611911406985,0.711473020685057,496,"simulated_frequent","Simulated",2023,0.711133140383791,4,0.982013790037908
99,51.352,0.712148102498613,0.7115,498,"simulated_frequent","Simulated",2023,0.711140478103494,4,0.993307149075715
100,51.876,0.710499725629482,0.7115,500,"simulated_frequent","Simulated",2023,0.711130169263571,4,1
101,52.4,0.712735651086178,0.7115,502,"simulated_frequent","Simulated",2023,0.711177600759364,4,1
102,52.924,0.710521062005777,0.7115,504,"simulated_frequent","Simulated",2023,0.711272425954394,4,1
103,53.448,0.711682948064245,0.7115,506,"simulated_frequent","Simulated",2023,0.711328391985162,4,1
104,53.972,0.7116689531398,0.7115,508,"simulated_frequent","Simulated",2023,0.71135073657193,4,1
105,54.496,0.71163557581976,0.7115,510,"simulated_frequent","Simulated",2023,0.711370823606203,4,1
106,55.02,0.711266670821607,0.7115,512,"simulated_frequent","Simulated",2023,0.711425512055704,4,1
107,55.544,0.711986141555756,0.7115,514,"simulated_frequent","Simulated",2023,0.711490556429424,4,1
108,56.068,0.710523449170962,0.7115,516,"simulated_frequent","Simulated",2023,0.71143504131893,4,1
109,56.592,0.710376180102304,0.7115,518,"simulated_frequent","Simulated",2023,0.711492540122506,4,1
110,57.116,0.710817843727488,0.7115,520,"simulated_frequent","Simulated",2023,0.711434495906687,4,1
111,57.64,0.711436001817603,0.7115,522,"simulated_frequent","Simulated",2023,0.711499603524711,4,1
112,58.164,0.712607617035508,0.7115,524,"simulated_frequent","Simulated",2023,0.711422720112807,4,1
113,58.688,0.712742626256123,0.7115,526,"simulated_frequent","Simulated",2023,0.711436550709574,4,1
114,59.212,0.711850893974118,0.7115,528,"simulated_frequent","Simulated",2023,0.711416276450176,4,1
115,59.736,0.711916129986942,0.7115,530,"simulated_frequent","Simulated",2023,0.711389143725298,4,1
116,60.26,0.711230508212466,0.7115,532,"simulated_frequent","Simulated",2023,0.711431107635889,4,1
117,60.784,0.711553656480648,0.7115,534,"simulated_frequent","Simulated",2023,0.711453266162177,4,1
118,61.308,0.710324218905158,0.7115,536,"simulated_frequent","Simulated",2023,0.711452424278607,4,1
119,61.832,0.711819386282098,0.7115,538,"simulated_frequent","Simulated",2023,0.711446570689045,4,1
120,62.356,0.710929173966404,0.7115,540,"simulated_frequent","Simulated",2023,0.711557789945726,4,1
121,62.88,0.711866985607985,0.7115,542,"simulated_frequent","Simulated",2023,0.71159871510913,4,1
122,63.404,0.71112109943619,0.7115,544,"simulated_frequent","Simulated",2023,0.711561218784656,4,1
123,63.928,0.710811504537892,0.7115,546,"simulated_frequent","Simulated",2023,0.711524656046492,4,1
124,64.452,0.711257188616879,0.7115,548,"simulated_frequent","Simulated",2023,0.711506545817604,4,1
125,64.976,0.711099165917374,0.7115,550,"simulated_frequent","Simulated",2023,0.71143426706943,4,1
126,65.5,0.712516817942168,0.7115,552,"simulated_frequent","Simulated",2023,0.711475050856142,4,1
127,66.024,0.711731999873649,0.7115,554,"simulated_frequent","Simulated",2023,0.711479512638785,4,1
128,66.548,0.711968462000787,0.7115,556,"simulated_frequent","Simulated",2023,0.711526143223233,4,1
129,67.072,0.710400523790158,0.7115,558,"simulated_frequent","Simulated",2023,0.711585973202778,4,1
130,67.596,0.712711784492619,0.7115,560,"simulated_frequent","Simulated",2023,0.711553402331347,4,1
131,68.12,0.711677272158954,0.7115,562,"simulated_frequent","Simulated",2023,0.711518352359782,4,1
132,68.644,0.710648579003662,0.7115,564,"simulated_frequent","Simulated",2023,0.711452293994433,4,1
133,69.168,0.711839799534064,0.7115,566,"simulated_frequent","Simulated",2023,0.711468138518681,4,1
134,69.692,0.712362311449461,0.7115,568,"simulated_frequent","Simulated",2023,0.711540407082718,4,1
135,70.216,0.710333040262479,0.7115,570,"simulated_frequent","Simulated",2023,0.711489294839309,4,1
136,70.74,0.712772589507885,0.7115,572,"simulated_frequent","Simulated",2023,0.711563782528198,4,1
137,71.264,0.711324205647968,0.7115,574,"simulated_frequent","Simulated",2023,0.711571241570264,4,1
138,71.788,0.712532898754068,0.7115,576,"simulated_frequent","Simulated",2023,0.711510387778096,4,1
139,72.312,0.711580648475606,0.7115,578,"simulated_frequent","Simulated",2023,0.711512299245161,4,1
140,72.836,0.711135397982039,0.7115,580,"simulated_frequent","Simulated",2023,0.711518075579032,4,1
141,73.36,0.710193124563526,0.7115,582,"simulated_frequent","Simulated",2023,0.711453729238392,4,1
142,73.884,0.710479759935662,0.7115,584,"simulated_frequent","Simulated",2023,0.711488416779631,4,1
143,74.408,0.711453834445402,0.7115,586,"simulated_frequent","Simulated",2023,0.71156994674184,4,1
144,74.932,0.712329144382663,0.7115,588,"simulated_frequent","Simulated",2023,0.711513484754444,4,1
145,75.456,0.710183831505291,0.7115,590,"simulated_frequent","Simulated",2023,0.711452357329335,4,1
146,75.98,0.712663407384045,0.7115,592,"simulated_frequent","Simulated",2023,0.711463192401982,4,1
147,76.504,0.712673457825556,0.7115,594,"simulated_frequent","Simulated",2023,0.711420312887337,4,1
148,77.028,0.710454070238117,0.7115,596,"simulated_frequent","Simulated",2023,0.71136994928671,4,1
149,77.552,0.712008602809161,0.7115,598,"simulated_frequent","Simulated",2023,0.711254667328267,4,1
150,78.076,0.710521826801449,0.7115,600,"simulated_frequent","Simulated",2023,0.711308052751825,4,1
151,78.6,0.711360511339176,0.7115,602,"simulated_frequent","Simulated",2023,0.711390548239338,4,1
152,79.124,0.712405710524972,0.7115,604,"simulated_frequent","Simulated",2023,0.711429386076952,4,1
153,79.648,0.712360708210058,0.7115,606,"simulated_frequent","Simulated",2023,0.711514862547256,4,1
154,80.172,0.710654097798746,0.7115,608,"simulated_frequent","Simulated",2023,0.711516661820312,4,1
155,80.696,0.711078635522164,0.7115,610,"simulated_frequent","Simulated",2023,0.711534485612468,4,1
156,81.22,0.710560576788057,0.7115,612,"simulated_frequent","Simulated",2023,0.711625194946987,4,1
157,81.744,0.71187211970035,0.7115,614,"simulated_frequent","Simulated",2023,0.711580553521092,4,1
158,82.268,0.710266570034809,0.7115,616,"simulated_frequent","Simulated",2023,0.711462807716802,4,1
159,82.792,0.710111977626756,0.7115,618,"simulated_frequent","Simulated",2023,0.711560692023331,4,1
160,83.316,0.712701742370333,0.7115,620,"simulated_frequent","Simulated",2023,0.711518186052578,4,1
161,83.84,0.712867803219799,0.7115,622,"simulated_frequent","Simulated",2023,0.711508797111952,4,1
162,84.364,0.711008719153423,0.7115,624,"simulated_frequent","Simulated",2023,0.711504777808612,4,1
163,84.888,0.712274765812047,0.7115,626,"simulated_frequent","Simulated",2023,0.711454923134794,4,1
164,85.412,0.711491619179584,0.7115,628,"simulated_frequent","Simulated",2023,0.711461303324035,4,1
165,85.936,0.712703444017936,0.7115,630,"simulated_frequent","Simulated",2023,0.711451121079425,4,1
166,86.46,0.712088727530185,0.7115,632,"simulated_frequent","Simulated",2023,0.711442991904914,4,1
167,86.984,0.711725937440246,0.7115,634,"simulated_frequent","Simulated",2023,0.711545278392856,4,1
168,87.508,0.710200795935467,0.7115,636,"simulated_frequent","Simulated",2023,0.71158260823926,4,1
169,88.032,0.712509640675224,0.7115,638,"simulated_frequent","Simulated",2023,0.711691693502137,4,1
170,88.556,0.711115977423359,0.7115,640,"simulated_frequent","Simulated",2023,0.711818015922078,4,1
171,89.08,0.7103246590483,0.7115,642,"simulated_frequent","Simulated",2023,0.711771568142467,4,1
172,89.604,0.711276105969027,0.7115,644,"simulated_frequent","Simulated",2023,0.711677144324904,4,1
173,90.128,0.7113587623748,0.7115,646,"simulated_frequent","Simulated",2023,0.711728143583808,4,1
174,90.652,0.712494692184124,0.7115,648,"simulated_frequent","Simulated",2023,0.711664998153611,4,1
175,91.176,0.710440270661935,0.7115,650,"simulated_frequent","Simulated",2023,0.711709361285422,4,1
176,91.7,0.710907922857441,0.7115,652,"simulated_frequent","Simulated",2023,0.711639782507225,4,1
177,92.224,0.712708593034837,0.7115,654,"simulated_frequent","Simulated",2023,0.711658151471881,4,1
178,92.748,0.712656046474818,0.7115,656,"simulated_frequent","Simulated",2023,0.711555393453252,4,1
179,93.272,0.712557360555231,0.7115,658,"simulated_frequent","Simulated",2023,0.711501669595248,4,1
180,93.796,0.712764748445526,0.7115,660,"simulated_frequent","Simulated",2023,0.711400699858357,4,1
181,94.32,0.711726338998508,0.7115,662,"simulated_frequent","Simulated",2023,0.711365300836273,4,1
182,94.844,0.710884903050959,0.7115,664,"simulated_frequent","Simulated",2023,0.71128504097211,4,1
183,95.368,0.712079703590424,0.711489960723613,666,"simulated_frequent","Simulated",2023,0.711256767353729,4,0.993307149075715
184,95.892,0.710948711777909,0.711473020685057,668,"simulated_frequent","Simulated",2023,0.711189639658312,4,0.982013790037908
185,96.416,0.712423244947609,0.711428861190234,670,"simulated_frequent","Simulated",2023,0.711130603527785,4,0.952574126822433
186,96.94,0.711242289675793,0.711321195616967,672,"simulated_frequent","Simulated",2023,0.711054310845929,4,0.880797077977882
187,97.464,0.712474475787956,0.711096587867945,674,"simulated_frequent","Simulated",2023,0.711080076372139,4,0.731058578630005
188,97.988,0.709568019049056,0.71075,676,"simulated_frequent","Simulated",2023,0.711006413200212,3,0.5
189,98.512,0.709072594917376,0.710403412132055,678,"simulated_frequent","Simulated",2023,0.71096252233573,3,0.731058578630005
190,99.036,0.710389276200512,0.710178804383033,680,"simulated_frequent","Simulated",2023,0.710855357011739,3,0.880797077977882
191,99.56,0.710372597959596,0.710071138809766,682,"simulated_frequent","Simulated",2023,0.710852546100544,3,0.952574126822433
192,100.084,0.708639201900863,0.710026979314943,684,"simulated_frequent","Simulated",2023,0.710864183565333,3,0.982013790037908
193,100.608,0.710682359983027,0.71,686,"simulated_frequent","Simulated",2023,0.710863806917097,3,0.993307149075715
194,101.132,0.709949080771058,0.710010039276386,688,"simulated_frequent","Simulated",2023,0.710878594308659,3,0.993307149075715
195,101.656,0.711254933443048,0.710026979314943,690,"simulated_frequent","Simulated",2023,0.71095823566246,3,0.982013790037908
196,102.18,0.708838124342967,0.710071138809766,692,"simulated_frequent","Simulated",2023,0.710855555986144,3,0.952574126822433
197,102.704,0.711448998907839,0.710178804383033,694,"simulated_frequent","Simulated",2023,0.710915870089745,3,0.880797077977882
198,103.228,0.711161666424383,0.710403412132055,696,"simulated_frequent","Simulated",2023,0.710832737215697,3,0.731058578630005
199,103.752,0.711734338320699,0.71075,698,"simulated_frequent","Simulated",2023,0.710871229063547,4,0.5
200,104.276,0.71030688875141,0.711096587867945,700,"simulated_frequent","Simulated",2023,0.711040425833544,4,0.731058578630005
201,104.8,0.712705719310439,0.711321195616967,702,"simulated_frequent","Simulated",2023,0.71103190384303,4,0.880797077977882
202,105.324,0.711970725759067,0.711428861190234,704,"simulated_frequent","Simulated",2023,0.711132089586106,4,0.952574126822433
203,105.848,0.710876993438008,0.711473020685057,706,"simulated_frequent","Simulated",2023,0.711209212944574,4,0.982013790037908
204,106.372,0.712390238813218,0.7115,708,"simulated_frequent","Simulated",2023,0.711216159965157,4,0.993307149075715
205,106.896,0.712621180207748,0.7115,710,"simulated_frequent","Simulated",2023,0.711218288707139,4,1
206,107.42,0.71026697174497,0.7115,712,"simulated_frequent","Simulated",2023,0.71121457146119,4,1
207,107.944,0.712508885851409,0.7115,714,"simulated_frequent","Simulated",2023,0.711288590056665,4,1
208,108.468,0.710728685432952,0.7115,716,"simulated_frequent","Simulated",2023,0.711182284971777,4,1
209,108.992,0.710376347853895,0.7115,718,"simulated_frequent","Simulated",2023,0.711118219900344,4,1
210,109.516,0.712625727087316,0.711489960723613,720,"simulated_frequent","Simulated",2023,0.711027629080734,4,0.993307149075715
211,110.04,0.710210314399714,0.711473020685057,722,"simulated_frequent","Simulated",2023,0.711008515325075,4,0.982013790037908
212,110.564,0.712476498564188,0.711428861190234,724,"simulated_frequent","Simulated",2023,0.710938502656901,4,0.952574126822433
213,111.088,0.710258792428693,0.711321195616967,726,"simulated_frequent","Simulated",2023,0.710833306787853,4,0.880797077977882
214,111.612,0.710828247415278,0.711096587867945,728,"simulated_frequent","Simulated",2023,0.710840761482945,4,0.731058578630005
215,112.136,0.709993784352671,0.71075,730,"simulated_frequent","Simulated",2023,0.71078195811792,3,0.5
216,112.66,0.711176871278134,0.710403412132055,732,"simulated_frequent","Simulated",2023,0.710671641937154,3,0.731058578630005
217,113.184,0.710392514847943,0.710178804383033,734,"simulated_frequent","Simulated",2023,0.710769533258635,3,0.880797077977882
218,113.708,0.709216592125181,0.710071138809766,736,"simulated_frequent","Simulated",2023,0.710713487418129,3,0.952574126822433
219,114.232,0.709816299924289,0.710026979314943,738,"simulated_frequent","Simulated",2023,0.710723399428599,3,0.982013790037908
220,114.756,0.709831931108888,0.71,740,"simulated_frequent","Simulated",2023,0.710767974670307,3,0.993307149075715
221,115.28,0.709905499882567,0.710010039276386,742,"simulated_frequent","Simulated",2023,0.710712631748867,3,0.993307149075715
222,115.804,0.711235453278792,0.710026979314943,744,"simulated_frequent","Simulated",2023,0.710833933270411,3,0.982013790037908
223,116.328,0.709761612509057,0.710071138809766,746,"simulated_frequent","Simulated",2023,0.710770241603283,3,0.952574126822433
224,116.852,0.71103354203494,0.710178804383033,748,"simulated_frequent","Simulated",2023,0.71076329427589,3,0.880797077977882
225,117.376,0.711155368147694,0.710403412132055,750,"simulated_frequent","Simulated",2023,0.710821464939908,3,0.731058578630005
226,117.9,0.710304540411662,0.71075,752,"simulated_frequent","Simulated",2023,0.710851069126024,4,0.5
227,118.424,0.712322689496077,0.711096587867945,754,"simulated_frequent","Simulated",2023,0.71087008534988,4,0.731058578630005
228,118.948,0.71133192320077,0.711321195616967,756,"simulated_frequent","Simulated",2023,0.710873969732979,4,0.880797077977882
229,119.472,0.710936837652832,0.711428861190234,758,"simulated_frequent","Simulated",2023,0.710940323611911,4,0.952574126822433
230,119.996,0.711312427929754,0.711473020685057,760,"simulated_frequent","Simulated",2023,0.71105759837012,4,0.982013790037908
231,120.52,0.711463525737077,0.7115,762,"simulated_frequent","Simulated",2023,0.711083063217387,4,0.993307149075715
232,121.044,0.712757646352146,0.7115,764,"simulated_frequent","Simulated",2023,0.71117248230835,4,1
233,121.568,0.711138973554503,0.7115,766,"simulated_frequent","Simulated",2023,0.711152262313315,4,1
234,122.092,0.710112898553442,0.7115,768,"simulated_frequent","Simulated",2023,0.711120231056734,4,1
235,122.616,0.712049831359647,0.7115,770,"simulated_frequent","Simulated",2023,0.711084553101947,4,1
236,123.14,0.710615472261106,0.711489960723613,772,"simulated_frequent","Simulated",2023,0.711076033636298,4,0.993307149075715
237,123.664,0.711576211979112,0.711473020685057,774,"simulated_frequent","Simulated",2023,0.71105700922055,4,0.982013790037908
238,124.188,0.710474086893018,0.711428861190234,776,"simulated_frequent","Simulated",2023,0.710949167939837,4,0.952574126822433
239,124.712,0.710610023582748,0.711321195616967,778,"simulated_frequent","Simulated",2023,0.710896648448528,4,0.880797077977882
240,125.236,0.712279069846685,0.711096587867945,780,"simulated_frequent","Simulated",2023,0.71082065771264,4,0.731058578630005
241,125.76,0.710366692901496,0.71075,782,"simulated_frequent","Simulated",2023,0.710829263371627,3,0.5
242,126.284,0.711783300792795,0.710403412132055,784,"simulated_frequent","Simulated",2023,0.710749203821434,3,0.731058578630005
243,126.808,0.710810833383051,0.710178804383033,786,"simulated_frequent","Simulated",2023,0.710681385739851,3,0.880797077977882
244,127.332,0.709088956120848,0.710071138809766,788,"simulated_frequent","Simulated",2023,0.710687521244252,3,0.952574126822433
245,127.856,0.710284304984414,0.710026979314943,790,"simulated_frequent","Simulated",2023,0.710709823893673,3,0.982013790037908
246,128.38,0.710976459369063,0.71,792,"simulated_frequent","Simulated",2023,0.710746146648204,3,0.993307149075715
247,128.904,0.709905027680973,0.710010039276386,794,"simulated_frequent","Simulated",2023,0.71076413787855,3,0.993307149075715
248,129.428,0.710058022601099,0.710026979314943,796,"simulated_frequent","Simulated",2023,0.710794333548781,3,0.982013790037908
249,129.952,0.710229013883281,0.710071138809766,798,"simulated_frequent","Simulated",2023,0.710777819486146,3,0.952574126822433
250,130.476,0.709341032199168,0.710178804383033,800,"simulated_frequent","Simulated",2023,0.7108686386766,3,0.880797077977882
251,131,0.711493146768488,0.710403412132055,802,"simulated_frequent","Simulated",2023,0.710772678753015,3,0.731058578630005
252,131.524,0.709782275183033,0.71075,804,"simulated_frequent","Simulated",2023,0.710827812228396,4,0.5
253,132.048,0.711333466638907,0.711096587867945,806,"simulated_frequent","Simulated",2023,0.710804256903536,4,0.731058578630005
254,132.572,0.711267819146926,0.711321195616967,808,"simulated_frequent","Simulated",2023,0.710890675227026,4,0.880797077977882
255,133.096,0.710581254191272,0.711428861190234,810,"simulated_frequent","Simulated",2023,0.711015472779919,4,0.952574126822433
