"Cycle","Time","Iso","BaseSignal","TrueState","StateFactor","BlurredIso","Iso_SNR_50","Iso_SNR_20","Iso_SNR_10","Iso_SNR_5"
54,205.408,0.707939492413685,0.7078,0,"Core",0.707129175695059,0.89047442736135,0.805465176465434,0.822998548155619,0.60197134622784
55,205.932,0.706753872329346,0.7078,0,"Core",0.707348243928124,0.833423663676476,0.671902149483321,0.81975515430443,0.514715201656261
56,206.456,0.708485610405607,0.7078,0,"Core",0.707746053276296,0.717797213352211,0.635562089795632,0.872830791965354,1.09820853045287
57,206.98,0.707173967528074,0.7078,0,"Core",0.707685190007105,0.685643397591751,0.632932020929567,0.812229986497994,0.949260405654533
58,207.504,0.708377323704768,0.7078,0,"Core",0.708079631338513,0.713569470787373,0.698396695388858,0.896169299537759,0.26729782689356
59,208.028,0.70763517606773,0.7078,0,"Core",0.70807858127074,0.828125151392181,0.843594736355338,0.691287992029022,0.700708704909725
60,208.552,0.708726078986386,0.7078,0,"Core",0.708039741306947,0.878027138254583,0.957675084299447,0.742192799565731,0.273242862863713
61,209.076,0.708480360066741,0.7078,0,"Core",0.70779090030148,0.85359620629624,0.810652368235185,0.687390161861859,0.745831022945203
62,209.6,0.706979767709109,0.7078,0,"Core",0.707458524274248,0.747487221733898,1.01134768055119,0.490045434607112,0.480234931514553
63,210.124,0.707133118677434,0.7078,0,"Core",0.706950640049981,0.664804999381994,0.85252731042374,0.856409752371855,0.824798509738747
64,210.648,0.705973295931568,0.7078,0,"Core",0.706651855687415,0.749342861239994,0.931254513390512,0.702120085887577,0.839129135905515
65,211.172,0.706186657865054,0.7078,0,"Core",0.706793760443146,0.741704456498654,0.751624151674421,0.977706630230522,0.823169396306856
66,211.696,0.706986438253912,0.7078,0,"Core",0.706986512872689,0.700789579749756,0.648473678310305,0.518584261433692,0.733781744606195
67,212.22,0.707689291487763,0.7078,0,"Core",0.707409322956323,0.669640101217403,0.690471117357494,0.740944507410018,0.845372917945164
68,212.744,0.708096880825148,0.7078,0,"Core",0.707993280504924,0.812949238222888,0.604950691214689,0.721246876056607,0.953126524422514
69,213.268,0.708087346349737,0.7078,0,"Core",0.708288718505637,0.821104838640592,0.693048570517431,0.788084836264728,0.868655647037034
70,213.792,0.709106445608059,0.7078,0,"Core",0.708128809057707,0.778222308831601,0.546030514716886,0.578219177769662,0.830246481827066
71,214.316,0.708463628257478,0.7078,0,"Core",0.708138972324504,0.578076188805118,0.527708006381888,0.599877997300672,1.20172567072369
72,214.84,0.706889744248113,0.7078,0,"Core",0.70805393672018,0.683073825713361,0.782271831247188,0.537559870404992,0.699776302014527
73,215.364,0.708147697159135,0.7078,0,"Core",0.707772499153234,0.788149909947322,0.788422551056602,0.905244784582731,0.836380910343854
74,215.888,0.707662168328118,0.7078,0,"Core",0.70783126482617,0.809853392937574,0.983789278646918,0.735583935689528,0.490364920953429
75,216.412,0.707699257773325,0.7078,0,"Core",0.708117636266965,0.758058165622138,0.729522340652134,0.638230772653086,0.435421999595181
76,216.936,0.708757456622161,0.7078,0,"Core",0.708035428923473,0.730625383942231,0.810360319999388,0.687211370777841,0.488451478958326
77,217.46,0.708321601452086,0.707450376152219,0.5,"Core",0.708240215454231,0.66125025593634,0.672611354310366,0.974196035666276,0.609656470608964
78,217.984,0.707736660441675,0.707443949475639,0.5,"Core",0.708397060787432,0.654531220054266,0.656536834324886,1.01159393850378,0.792935452054095
79,218.508,0.708686100981906,0.70743744973143,0.5,"Core",0.708331442125656,0.694049006923192,0.725500683778423,0.850472644999825,0.987671842121027
80,219.032,0.708483484439331,0.70743087773196,0.5,"Core",0.708368076987776,0.777106642259142,0.963569702395467,0.74773893614707,0.879019235650556
81,219.556,0.70842936331328,0.707424234353413,0.5,"Core",0.708520204787381,0.845130099904661,0.92625157590375,0.901488940977542,0.661219497926126
82,220.08,0.708504775762686,0.707417520536188,0.5,"Core",0.708406038296365,0.74443144843502,0.867549655136642,0.836655337914784,1.14855451538885
83,220.604,0.708497299439703,0.707410737285216,0.5,"Core",0.708110655086032,0.773443968766593,0.789015045069065,1.06875651337584,0.900097266759948
84,221.128,0.708115268526824,0.707403885670152,0.5,"Core",0.707955929888227,0.738759225240839,0.772998348545295,1.07092084160246,0.412152514485583
85,221.652,0.707006568387667,0.707396966825466,0.5,"Core",0.70784325714724,0.681319307539112,0.983125999028876,0.943227328005438,0.858931274075409
86,222.176,0.707655737324254,0.70738998195042,0.5,"Core",0.707671288209323,0.824298937644287,0.786592832270893,1.13492568190454,1.04277054826659
87,222.7,0.707941412057749,0.707382932308928,0.5,"Core",0.707569664172444,0.725989740644448,0.859021976236244,1.00815480665363,1.18628166831871
88,223.224,0.707637454750123,0.707375819229291,0.5,"Core",0.707887048243598,0.868861431055427,0.795427357161537,0.918081846221167,1.25311084700658
89,223.748,0.707607148342429,0.707368644103819,0.5,"Core",0.707991881550727,0.760798965126879,0.654211236114735,0.911813717695692,0.579561375735159
90,224.272,0.708593488743435,0.707361408388321,0.5,"Core",0.707942602079303,0.792423103685253,0.471732172785055,0.677130627328005,0.849089157700007
91,224.796,0.708179903859897,0.707354113601476,0.5,"Core",0.707924582488862,0.757732672165556,0.758504291257645,0.463868393618794,0.780626838685869
92,225.32,0.70769501470063,0.707346761324066,0.5,"Core",0.707925451459372,0.703196185651773,0.884279198864031,0.529698174260022,0.160850712570185
93,225.844,0.70754735679792,0.707339353198093,0.5,"Core",0.707933394000882,0.754934897497319,0.740488407406453,0.777881456663583,0.360637054876096
94,226.368,0.707611493194976,0.707331890925759,0.5,"Core",0.707932040084403,0.667295452040279,0.728536434890884,0.754568982938909,0.215011778460023
95,226.892,0.708633201450984,0.707324376268314,0.5,"Core",0.708234749606331,0.612285053005613,0.496578515971869,0.87627603923422,0.341479642554569
96,227.416,0.708173134277506,0.707316811044784,0.5,"Core",0.70856421117671,0.710634223379187,0.681138452396965,0.682245126150757,0.235086493999942
97,227.94,0.709208562310268,0.707309197130562,0.5,"Core",0.708723164137052,0.611788964451071,0.625477822261339,0.748297599113151,0.434860996084231
98,228.464,0.709194664649818,0.707301536455878,0.5,"Core",0.708584545469035,0.673347821162296,0.601330316338787,0.412716855910383,0.554918360901135
99,228.988,0.708406257996686,0.707293831004134,0.5,"Core",0.7085394198246,0.594038952856605,0.682090582504979,0.674629865400468,0.304287067601358
100,229.512,0.707940108110896,0.707286082810128,0.5,"Core",0.708292918962801,0.531072020701,0.613499002792603,0.592452907703342,0.471163837085399
101,230.036,0.707947506055331,0.707278293958146,0.5,"Core",0.707951734603938,0.705255370693678,0.647317052135133,0.888066215917211,0.387438237336391
102,230.56,0.707976058001271,0.70727046657994,0.5,"Core",0.707758537325385,0.808664937166678,0.703011688844389,0.895003698576562,0.746917036743533
103,231.084,0.707488742855504,0.707262602852593,0.5,"Core",0.707579905096948,0.721447712536768,0.643225229346208,1.29736317144789,0.844218070472145
104,231.608,0.707440271603922,0.707254704996267,0.5,"Core",0.707566624093212,0.697266512819243,0.668574424158777,1.01368421490187,0.941562974947193
105,232.132,0.70704694696871,0.707246775271855,0.5,"Core",0.707421228072798,0.711913423083626,0.739668383079585,1.12273267422537,0.797423468325042
106,232.656,0.707881101036651,0.707238815978522,0.5,"Core",0.707251709323011,0.669755308600116,0.835752044162039,1.05081894784426,0.644971847354428
107,233.18,0.707249077899204,0.707230829451152,0.5,"Core",0.707155479563144,0.675242205957868,0.533975026075285,0.958555257932364,0.64856413459947
108,233.704,0.706641149106567,0.707222818057708,0.5,"Core",0.707256325517686,0.78050456516506,0.969531221298229,0.943318690278263,0.712820334385406
109,234.228,0.706959122804586,0.707214784196506,0.5,"Core",0.707039318549742,0.740950565169408,0.821445823652331,0.64050293606535,0.934457216703256
110,234.752,0.707551176741424,0.707206730293408,0.5,"Core",0.706840951584911,0.696054809221146,0.785011598964516,0.965533333826269,0.917123198302482
111,235.276,0.70679606619693,0.707198658798947,0.5,"Core",0.70647772133379,0.749460897539189,0.764510114845604,0.866010010493221,0.612021076096651
112,235.8,0.70625724307505,0.707190572185386,0.5,"Core",0.706291169878046,0.59796189277315,0.691338510870797,0.744991269763921,0.652245648982454
113,236.324,0.704824997850957,0.707182472943723,0.5,"Core",0.706082765805674,0.667647081041425,0.607222648633343,0.868632582201583,0.874594320055308
114,236.848,0.706026365525869,0.707174363580642,0.5,"Core",0.705936854747756,0.602370558448395,0.676452728732425,0.798006620718034,1.06419870287891
115,237.372,0.706509156379561,0.70716624661543,0.5,"Core",0.705752913285474,0.718785698141785,0.645223359546762,0.611361863008733,0.900580225922452
116,237.896,0.706066510907341,0.707158124576849,0.5,"Core",0.705855638950409,0.68085628855263,0.852990804475014,0.769796171239707,0.571137424064765
117,238.42,0.705337535763639,0.70715,0.5,"Core",0.705849890190045,0.634314225083908,0.801748213069144,0.813524555526172,0.883705877994499
118,238.944,0.705338626175636,0.707141875423151,0.5,"Core",0.705948518053886,0.675984691241594,0.564295074892684,0.68533083924196,0.686279197320192
119,239.468,0.705997621724048,0.70713375338457,0.5,"Core",0.706221061578471,0.615544620360805,0.650434726083812,0.647758210663644,0.578636697491888
120,239.992,0.707002295698765,0.707125636419358,0.5,"Core",0.706665413955873,0.655837808145961,0.782079785286669,0.817712070847192,0.108343360477089
121,240.516,0.70742922853027,0.707117527056277,0.5,"Core",0.707106508432387,0.749235283884858,0.634303143492364,0.842761094801031,0.567742623711156
122,241.04,0.707559297650645,0.707109427814614,0.5,"Core",0.707407907071162,0.762659919822263,0.487351632065582,0.680592718832937,0.217337926943845
123,241.564,0.707544098558207,0.707101341201053,0.5,"Core",0.707716874607007,0.73647319288996,0.55368138096376,1.05134260355869,0.506363070669913
124,242.088,0.707504614917925,0.707093269706592,0.5,"Core",0.707569810694779,0.766448345112392,0.883507111980858,0.948430681573572,0.167407174835665
125,242.612,0.708547133377987,0.707085215803494,0.5,"Core",0.707482130387234,0.733764678553065,0.780374152737451,0.894244630020473,0.224501355553835
126,243.136,0.706693908969128,0.707077181942292,0.5,"Core",0.707474952853634,0.743133121011222,0.80016528697421,0.644737266983439,0.5239268200748
127,243.66,0.707120896112922,0.707069170548848,0.5,"Core",0.707270643075733,0.598620565462286,0.811801719240983,0.805012639321468,0.367379684535663
128,244.184,0.707508210890208,0.707061184021478,0.5,"Core",0.706918491731708,0.70463847840295,0.705812068439072,0.68659309815624,0.537807543915037
129,244.708,0.706483066028417,0.707053224728145,0.5,"Core",0.706985610375767,0.843272081418641,0.743778217542606,0.672623807663917,0.684133660169138
130,245.232,0.706786376657864,0.707045295003733,0.5,"Core",0.70694569960794,0.624826214921298,0.791212426875273,0.477262302838377,0.913900792619833
131,245.756,0.707029502189424,0.707037397147407,0.5,"Core",0.706848249864514,0.604236988185284,0.924799236537818,0.574596953711615,0.611861883851662
132,246.28,0.706921342273787,0.70702953342006,0.5,"Core",0.706974014702525,0.698824893600217,0.658014569938507,0.722024271362094,0.683322073821138
133,246.804,0.707020962173076,0.707021706041854,0.5,"Core",0.706733958447087,0.703683239694411,0.72181036875545,1.05023590277181,0.636979083731837
134,247.328,0.707111890218472,0.707013917189872,0.5,"Core",0.706796524942225,0.661258834705561,0.811525754230465,0.592160917281881,0.917977105195339
135,247.852,0.705586095380677,0.707006168995866,0.5,"Core",0.706538895637098,0.732298872227788,1.11642034055096,0.752766620480807,0.776643633656026
136,248.376,0.707342334665113,0.706998463544122,0.5,"Core",0.706517477087726,0.833570767352724,1.04731667544617,0.521526142356407,0.680410783428696
137,248.9,0.705633195748149,0.706990802869438,0.5,"Core",0.70675389547947,0.842301324058085,0.827624021279306,0.727832390061657,0.877794278862076
138,249.424,0.706913869426218,0.706983188955216,0.5,"Core",0.706886489305918,0.728064261685178,0.713378617928793,0.951789177465257,1.03339508100521
139,249.948,0.708293982177192,0.706975623731686,0.5,"Core",0.70695240478159,0.717027319680156,0.729922764069612,0.819215253831158,0.819525580159668
140,250.472,0.706249064512916,0.706968109074241,0.5,"Core",0.707165678990142,0.633872853108252,0.886704433928475,0.512633114235269,0.661309578929859
141,250.996,0.707671912043476,0.706960646801907,0.5,"Core",0.706949854907999,0.658936355122642,0.572517021241076,0.690002644492538,1.02424116953963
142,251.52,0.706699566790909,0.706953238675934,0.5,"Core",0.706525673062093,0.809537354894996,0.813420476102525,0.298194218126417,0.765724289483668
143,252.044,0.7058347490155,0.706945886398524,0.5,"Core",0.706432920617146,0.742119677711053,0.787651174060812,0.644014685653403,0.522587098644252
144,252.568,0.706173072947665,0.706938591611679,0.5,"Core",0.70601164725389,0.696879741070491,0.676711682340951,0.529209700079178,0.653671620628799
145,253.092,0.705785302288179,0.706931355896181,0.5,"Core",0.705882443199406,0.623339556591413,0.802046596366263,0.343985432241757,0.637454870981187
146,253.616,0.705565545227201,0.706924180770709,0.5,"Core",0.706183754334095,0.530044788432861,0.634936047404183,0.606322490808248,0.613294222742544
147,254.14,0.706053546518484,0.706917067691072,0.5,"Core",0.706493619284868,0.75020407745985,0.715895345429235,0.601136725744243,0.6621872370306
148,254.664,0.707341304688945,0.70691001804958,0.5,"Core",0.706355374174808,0.689272346156832,0.829299475727052,0.553372701715187,0.574664533701665
149,255.188,0.707722397701531,0.706903033174534,0.5,"Core",0.706726919404659,0.712126493802532,0.753100343968649,0.786020731045574,0.779182386303696
150,255.712,0.705094076737879,0.706896114329848,0.5,"Core",0.707328266793262,0.821600619170983,0.548276429515735,0.584484344388307,0.767205158818202
151,256.236,0.707423271376455,0.706889262714784,0.5,"Core",0.707540186886228,0.70542133494229,0.710870613787199,0.633995697938265,0.526440933865572
152,256.76,0.709060283461502,0.706882479463812,0.5,"Core",0.707543940153932,0.815300564446832,0.59223930185329,0.813701849941816,1.00674065653056
153,257.284,0.708400905153773,0.706875765646587,0.5,"Core",0.708200817841276,0.780356161769862,0.622019044198949,0.603440998115988,0.839549255206384
154,257.808,0.707741164040054,0.70686912226804,0.5,"Core",0.708209743463295,0.640279934253102,0.788555643532089,0.730935793489997,0.596862435908925
155,258.332,0.708378465174599,0.70686255026857,0.5,"Core",0.707894077399085,0.679404811875111,0.699009075075979,0.775491655328993,0.382032008037406
156,258.856,0.707467899486547,0.706856050524361,0.5,"Core",0.707353057222704,0.671146973947965,0.823427911677286,0.757842199510606,0.463232964169132
157,259.38,0.707481953140453,0.706849623847781,0.5,"Core",0.707042347241124,0.658521035115944,0.744674115308813,0.385472493758485,0.762697777997849
158,259.904,0.705695804271869,0.7065,1,"State 1",0.706579314940149,0.77050993579592,0.687086991693727,0.657773376118703,0.246713834988775
159,260.428,0.706187614132151,0.7065,1,"State 1",0.706427017764279,0.770174309536015,0.715112510019823,0.899827246891087,0.949174921197158
160,260.952,0.706063303669725,0.7065,1,"State 1",0.70605949638452,0.765497697632872,0.651679228250113,1.14140268593013,0.853918467785342
161,261.476,0.706706413607196,0.7065,1,"State 1",0.706036714914819,0.79882170243194,0.840073755118258,0.916009122827057,0.519840379652779
162,262,0.70564434624166,0.7065,1,"State 1",0.706196605820038,0.687136955111961,0.716180314856626,0.715514161279974,0.710278691656714
163,262.524,0.705581896923364,0.7065,1,"State 1",0.706167339137408,0.721088014920174,0.730133450817296,0.683667932854894,0.650290295909419
164,263.048,0.706987068658244,0.7065,1,"State 1",0.705959085753321,0.76532227902809,0.733492018672089,0.610976033425829,0.384817120898411
165,263.572,0.705916970256577,0.7065,1,"State 1",0.70603526106089,0.635421553742466,0.702490867913275,0.741694176990972,0.634054432965841
166,264.096,0.705665146686762,0.7065,1,"State 1",0.706015618579389,0.744895775399154,0.843938805457656,0.712420629695008,0.728255199090557
167,264.62,0.706025222779504,0.7065,1,"State 1",0.705839612146505,0.729344371724441,0.697901777878429,0.61124021969216,0.851915127481423
168,265.144,0.705483684515857,0.7065,1,"State 1",0.706047915908436,0.632556651380597,0.495012259615852,0.753081325279707,0.421585815461022
169,265.668,0.706107036493827,0.7065,1,"State 1",0.706173503480883,0.727805564027704,0.643840019725703,0.925937591986442,0.90360755966649
170,266.192,0.706958489066229,0.7065,1,"State 1",0.706182786941158,0.694343265049137,0.621067200501719,0.92859299402754,0.910561383889387
171,266.716,0.706293084548997,0.7065,1,"State 1",0.706166137012095,0.718419221708787,0.779823576926771,0.867270006647877,1.0560269198821
172,267.24,0.706071640080879,0.7065,1,"State 1",0.706225450684707,0.593543577796953,0.694676736966746,0.572318508524687,1.05325551746649
173,267.764,0.70540043487054,0.7065,1,"State 1",0.705780513838131,0.669071319705647,0.936444188174289,0.551952027273179,1.42277948011886
174,268.288,0.706403604856889,0.7065,1,"State 1",0.705557718124656,0.610984781977612,0.768804653094804,0.700986163768411,0.702029322923033
175,268.812,0.704733804833347,0.7065,1,"State 1",0.705452663099919,0.698824957224173,0.680990186210756,0.421859125171227,0.49174981873719
176,269.336,0.705179105981625,0.7065,1,"State 1",0.705597874310324,0.697742735530244,0.826474810452905,0.715618912614184,0.710223360054205
177,269.86,0.705546364957195,0.7065,1,"State 1",0.70557213801475,0.777161168232745,0.681963420257806,0.717616960231972,0.457703623646349
178,270.384,0.706126490922562,0.7065,1,"State 1",0.705674116926357,0.808161347096076,0.679807862643788,0.549295019931677,0.298381099417661
179,270.908,0.70627492337902,0.7065,1,"State 1",0.705609105826147,0.667010928132128,0.650705819867911,0.718236999557619,0.279027318584696
180,271.432,0.705243699391384,0.7065,1,"State 1",0.70585866249448,0.868524512972666,0.639854804388008,0.93897698166066,0.465232816065318
181,271.956,0.704854050480571,0.7065,1,"State 1",0.705941464679282,0.769073242291694,0.727876981110493,0.826831997673852,0.46084197249721
182,272.48,0.706794148298863,0.7065,1,"State 1",0.70613063183032,0.783898298084989,0.829965182696165,0.801563508822726,0.455626091487208
183,273.004,0.706540501846573,0.7065,1,"State 1",0.706519398143484,0.787416863736132,0.935954772467198,0.879950245945755,0.299592388705455
184,273.528,0.707220759134209,0.7065,1,"State 1",0.706792081680371,0.752082248760692,0.699677860914156,0.876203778885442,0.647606953299683
185,274.052,0.707187530957204,0.7065,1,"State 1",0.706741650202574,0.734899086550653,0.714975783825112,0.87377492453504,0.713080568756846
186,274.576,0.706217468165007,0.7065,1,"State 1",0.706711056720066,0.666828231451475,0.736507747001119,0.925852931390671,0.692162473199183
187,275.1,0.706541990909876,0.7065,1,"State 1",0.706810647115543,0.734383490208482,0.765840600563939,0.972987857639774,0.658798427120614
188,275.624,0.706387534434032,0.7065,1,"State 1",0.706752048425389,0.716370687148954,0.75443588638291,0.977066890531418,0.433670559064458
189,276.148,0.707718711111593,0.7065,1,"State 1",0.707034223697961,0.665838368009104,0.88339868999073,0.923913535977631,0.646508579876782
190,276.672,0.706894537506434,0.7065,1,"State 1",0.707213122117537,0.624165301092389,0.688973649462428,0.714097444984625,0.448917138623677
191,277.196,0.707628344527869,0.7065,1,"State 1",0.707282100056226,0.736140325080476,0.75947911983177,0.681803580252681,0.867407395869653
192,277.72,0.707436483007756,0.7065,1,"State 1",0.706957628763758,0.730023547280922,0.754936843637114,0.538781636244644,0.873636098429853
193,278.244,0.706732424127479,0.7065,1,"State 1",0.706884332348727,0.7027023899478,0.520540178618203,0.898147110929336,0.820313253977624
194,278.768,0.706096354649253,0.7065,1,"State 1",0.7070416782603,0.687156319480068,0.750255106671606,0.798826743692838,0.808788687094525
195,279.292,0.706528055431279,0.7065,1,"State 1",0.707089137590343,0.778452782999929,0.481052641406192,0.807454029784865,0.511739485419101
196,279.816,0.708415074085732,0.7065,1,"State 1",0.707087516587681,0.843991040527435,0.431931673246771,0.976828723515432,0.639505997792382
197,280.34,0.707673779657971,0.7065,1,"State 1",0.707176982207439,0.62530061401258,0.615663409331496,0.760893944325229,0.827881249673147
198,280.864,0.70672431911417,0.7065,1,"State 1",0.706969781780283,0.854898024170482,0.630136015422448,0.846816057927471,0.847281094623766
199,281.388,0.706543682748043,0.7065,1,"State 1",0.706878061644399,0.608684574116081,0.794589812958217,0.903375042751537,0.82365198793286
200,281.912,0.705492053295497,0.7065,1,"State 1",0.706682514613744,0.650837604921118,0.694957209205357,0.890004077195362,0.659203997565666
201,282.436,0.707956473406315,0.7065,1,"State 1",0.706452824015577,0.556439114372677,0.610020621202988,1.04014891768145,0.342089752055972
202,282.96,0.706696044504694,0.7065,1,"State 1",0.706450484782379,0.624256047586465,0.58664547287824,0.905893788398128,0.775881624576743
203,283.484,0.705575866123333,0.7065,1,"State 1",0.70645087521089,0.757921918031674,0.85742916561897,0.694515983768475,0.633252856559339
204,284.008,0.706531986582053,0.7065,1,"State 1",0.705944933356519,0.654787185390239,0.99696802601896,0.595380812224879,0.39848748105787
205,284.532,0.705494005438052,0.7065,1,"State 1",0.705591668482565,0.678685167953081,0.808955987571814,0.459706838761719,0.557866904785041
206,285.056,0.705426764134464,0.7065,1,"State 1",0.705614462904464,0.520071015456567,0.785676497843751,0.528670081599005,0.625804098550494
