"Cycle","Time","Iso","BaseSignal","TrueState","StateFactor"
146,253.616,0.705565545227201,0.706924180770709,0.5,"Core"
147,254.14,0.706053546518484,0.706917067691072,0.5,"Core"
148,254.664,0.707341304688945,0.70691001804958,0.5,"Core"
149,255.188,0.707722397701531,0.706903033174534,0.5,"Core"
150,255.712,0.705094076737879,0.706896114329848,0.5,"Core"
151,256.236,0.707423271376455,0.706889262714784,0.5,"Core"
152,256.76,0.709060283461502,0.706882479463812,0.5,"Core"
153,257.284,0.708400905153773,0.706875765646587,0.5,"Core"
154,257.808,0.707741164040054,0.70686912226804,0.5,"Core"
155,258.332,0.708378465174599,0.70686255026857,0.5,"Core"
156,258.856,0.707467899486547,0.706856050524361,0.5,"Core"
157,259.38,0.707481953140453,0.706849623847781,0.5,"Core"
158,259.904,0.705695804271869,0.7065,1,"State 1"
159,260.428,0.706187614132151,0.7065,1,"State 1"
160,260.952,0.706063303669725,0.7065,1,"State 1"
161,261.476,0.706706413607196,0.7065,1,"State 1"
162,262,0.70564434624166,0.7065,1,"State 1"
163,262.524,0.705581896923364,0.7065,1,"State 1"
164,263.048,0.706987068658244,0.7065,1,"State 1"
165,263.572,0.705916970256577,0.7065,1,"State 1"
166,264.096,0.705665146686762,0.7065,1,"State 1"
167,264.62,0.706025222779504,0.7065,1,"State 1"
168,265.144,0.705483684515857,0.7065,1,"State 1"
169,265.668,0.706107036493827,0.7065,1,"State 1"
170,266.192,0.706958489066229,0.7065,1,"State 1"
171,266.716,0.706293084548997,0.7065,1,"State 1"
172,267.24,0.706071640080879,0.7065,1,"State 1"
173,267.764,0.70540043487054,0.7065,1,"State 1"
174,268.288,0.706403604856889,0.7065,1,"State 1"
175,268.812,0.704733804833347,0.7065,1,"State 1"
176,269.336,0.705179105981625,0.7065,1,"State 1"
177,269.86,0.705546364957195,0.7065,1,"State 1"
178,270.384,0.706126490922562,0.7065,1,"State 1"
179,270.908,0.70627492337902,0.7065,1,"State 1"
180,271.432,0.705243699391384,0.7065,1,"State 1"
181,271.956,0.704854050480571,0.7065,1,"State 1"
182,272.48,0.706794148298863,0.7065,1,"State 1"
183,273.004,0.706540501846573,0.7065,1,"State 1"
184,273.528,0.707220759134209,0.7065,1,"State 1"
185,274.052,0.707187530957204,0.7065,1,"State 1"
186,274.576,0.706217468165007,0.7065,1,"State 1"
187,275.1,0.706541990909876,0.7065,1,"State 1"
188,275.624,0.706387534434032,0.7065,1,"State 1"
189,276.148,0.707718711111593,0.7065,1,"State 1"
190,276.672,0.706894537506434,0.7065,1,"State 1"
191,277.196,0.707628344527869,0.7065,1,"State 1"
192,277.72,0.707436483007756,0.7065,1,"State 1"
193,278.244,0.706732424127479,0.7065,1,"State 1"
194,278.768,0.706096354649253,0.7065,1,"State 1"
195,279.292,0.706528055431279,0.7065,1,"State 1"
196,279.816,0.708415074085732,0.7065,1,"State 1"
197,280.34,0.707673779657971,0.7065,1,"State 1"
198,280.864,0.70672431911417,0.7065,1,"State 1"
199,281.388,0.706543682748043,0.7065,1,"State 1"
200,281.912,0.705492053295497,0.7065,1,"State 1"
201,282.436,0.707956473406315,0.7065,1,"State 1"
202,282.96,0.706696044504694,0.7065,1,"State 1"
203,283.484,0.705575866123333,0.7065,1,"State 1"
204,284.008,0.706531986582053,0.7065,1,"State 1"
205,284.532,0.705494005438052,0.7065,1,"State 1"
206,285.056,0.705426764134464,0.7065,1,"State 1"
207,285.58,0.704929720134923,0.7065,1,"State 1"
208,286.104,0.705689838232829,0.7065,1,"State 1"
209,286.628,0.707189613048578,0.7065,1,"State 1"
210,287.152,0.706588839804531,0.7065,1,"State 1"
211,287.676,0.706861952711238,0.7065,1,"State 1"
212,288.2,0.707112097653106,0.7065,1,"State 1"
213,288.724,0.707779093942043,0.7065,1,"State 1"
214,289.248,0.70572163650815,0.7065,1,"State 1"
215,289.772,0.70556510614066,0.7065,1,"State 1"
216,290.296,0.707087032173577,0.7065,1,"State 1"
217,290.82,0.706466185088034,0.7065,1,"State 1"
218,291.344,0.705675460664568,0.7065,1,"State 1"
219,291.868,0.705307958900327,0.7065,1,"State 1"
220,292.392,0.704919087465304,0.7065,1,"State 1"
221,292.916,0.70608464509523,0.7065,1,"State 1"
222,293.44,0.707358671484603,0.7065,1,"State 1"
223,293.964,0.707833537435358,0.7065,1,"State 1"
224,294.488,0.706787621841755,0.7065,1,"State 1"
225,295.012,0.706497826775206,0.7065,1,"State 1"
226,295.536,0.707230858358511,0.7065,1,"State 1"
227,296.06,0.706722360631401,0.7065,1,"State 1"
228,296.584,0.706260597457034,0.7065,1,"State 1"
229,297.108,0.706482710705657,0.7065,1,"State 1"
230,297.632,0.705337822132236,0.7065,1,"State 1"
231,298.156,0.707377004055798,0.7065,1,"State 1"
232,298.68,0.706168559603962,0.7065,1,"State 1"
233,299.204,0.706520680463946,0.7065,1,"State 1"
234,299.728,0.706717596780907,0.7065,1,"State 1"
235,300.252,0.706912775568647,0.7065,1,"State 1"
236,300.776,0.707013807264054,0.7065,1,"State 1"
237,301.3,0.706378368135628,0.7065,1,"State 1"
238,301.824,0.706548034643476,0.7065,1,"State 1"
239,302.348,0.706581666590536,0.7065,1,"State 1"
240,302.872,0.706342186495196,0.7065,1,"State 1"
241,303.396,0.705684154020915,0.7065,1,"State 1"
242,303.92,0.706356918572991,0.7065,1,"State 1"
243,304.444,0.707477337925518,0.7065,1,"State 1"
244,304.968,0.706223766509886,0.7065,1,"State 1"
245,305.492,0.706869409422766,0.7065,1,"State 1"
246,306.016,0.70771425634487,0.7065,1,"State 1"
247,306.54,0.707096438410406,0.7065,1,"State 1"
248,307.064,0.706597042632105,0.7065,1,"State 1"
249,307.588,0.70663638468409,0.7065,1,"State 1"
250,308.112,0.707591057080332,0.7065,1,"State 1"
251,308.636,0.707052306870254,0.7065,1,"State 1"
252,309.16,0.707071513332207,0.7065,1,"State 1"
253,309.684,0.706627668621911,0.7065,1,"State 1"
254,310.208,0.707545203309345,0.7065,1,"State 1"
255,310.732,0.707997228403441,0.7065,1,"State 1"
256,311.256,0.707368220640885,0.7065,1,"State 1"
257,311.78,0.707629093722997,0.7065,1,"State 1"
258,312.304,0.70708764788678,0.7065,1,"State 1"
259,312.828,0.707025988755155,0.7065,1,"State 1"
260,313.352,0.705349206768295,0.7065,1,"State 1"
261,313.876,0.706209584853939,0.7065,1,"State 1"
262,314.4,0.706430948418829,0.7065,1,"State 1"
263,314.924,0.705299031083597,0.7065,1,"State 1"
264,315.448,0.706477105710152,0.7065,1,"State 1"
265,315.972,0.706091235073165,0.7065,1,"State 1"
266,316.496,0.706514979628313,0.7065,1,"State 1"
267,317.02,0.70567530002032,0.7065,1,"State 1"
268,317.544,0.704743580741343,0.7065,1,"State 1"
269,318.068,0.705687478023763,0.7065,1,"State 1"
270,318.592,0.706798437203088,0.7065,1,"State 1"
271,319.116,0.70678252847751,0.7065,1,"State 1"
272,319.64,0.70716233101405,0.7065,1,"State 1"
273,320.164,0.707139480569785,0.7065,1,"State 1"
274,320.688,0.705420731609083,0.7065,1,"State 1"
275,321.212,0.705787168662938,0.7065,1,"State 1"
276,321.736,0.704484071504252,0.7065,1,"State 1"
277,322.26,0.70560818353454,0.7065,1,"State 1"
278,322.784,0.705834452086943,0.7065,1,"State 1"
279,323.308,0.70714739278314,0.7065,1,"State 1"
280,323.832,0.707102491626003,0.7065,1,"State 1"
281,324.356,0.706504218290961,0.7065,1,"State 1"
282,324.88,0.708122008862882,0.7065,1,"State 1"
283,325.404,0.707320286351539,0.7065,1,"State 1"
284,325.928,0.70706131429863,0.7065,1,"State 1"
285,326.452,0.707479366968534,0.7065,1,"State 1"
286,326.976,0.707895901465793,0.7065,1,"State 1"
287,327.5,0.70792205280762,0.7065,1,"State 1"
288,328.024,0.708449076820845,0.7065,1,"State 1"
289,328.548,0.706746420403397,0.7065,1,"State 1"
290,329.072,0.707197974787426,0.7065,1,"State 1"
291,329.596,0.707764084339582,0.7065,1,"State 1"
292,330.12,0.707820140320675,0.7065,1,"State 1"
293,330.644,0.707839588944267,0.7065,1,"State 1"
294,331.168,0.706647217149469,0.7065,1,"State 1"
295,331.692,0.707767974220929,0.7065,1,"State 1"
296,332.216,0.707063745491153,0.7065,1,"State 1"
297,332.74,0.707890518214798,0.7065,1,"State 1"
298,333.264,0.705729458974532,0.7065,1,"State 1"
299,333.788,0.706298849455557,0.7065,1,"State 1"
300,334.312,0.706317244787063,0.7065,1,"State 1"
301,334.836,0.705093464206159,0.7065,1,"State 1"
302,335.36,0.705317109690663,0.7065,1,"State 1"
303,335.884,0.704567082292349,0.7065,1,"State 1"
304,336.408,0.704104918273942,0.7065,1,"State 1"
305,336.932,0.705524525272656,0.7065,1,"State 1"
306,337.456,0.705847453651846,0.7065,1,"State 1"
307,337.98,0.70399435373202,0.7065,1,"State 1"
308,338.504,0.705500579883658,0.7065,1,"State 1"
309,339.028,0.707005084923699,0.7065,1,"State 1"
310,339.552,0.707770637337931,0.7065,1,"State 1"
311,340.076,0.707547574825445,0.7065,1,"State 1"
312,340.6,0.707479209697209,0.70623105857863,1.5,"State 1"
313,341.124,0.70558583367683,0.706226114981261,1.5,"State 1"
314,341.648,0.706441365146284,0.706221115178023,1.5,"State 1"
315,342.172,0.70611119608322,0.706216059793816,1.5,"State 1"
316,342.696,0.706612905209572,0.706210949502625,1.5,"State 1"
317,343.22,0.707295317649403,0.706205785027837,1.5,"State 1"
318,343.744,0.706855617828296,0.706200567142474,1.5,"State 1"
319,344.268,0.70832058088015,0.706195296669348,1.5,"State 1"
320,344.792,0.706989652620845,0.706189974481128,1.5,"State 1"
321,345.316,0.706150986422245,0.706184601500323,1.5,"State 1"
322,345.84,0.707823660094443,0.706179178699175,1.5,"State 1"
323,346.364,0.705682468536923,0.706173707099454,1.5,"State 1"
324,346.888,0.706730541615466,0.706168187772168,1.5,"State 1"
325,347.412,0.706509811764914,0.70616262183717,1.5,"State 1"
326,347.936,0.7074343144909,0.706157010462674,1.5,"State 1"
327,348.46,0.707320301779907,0.706151354864666,1.5,"State 1"
328,348.984,0.707220122692598,0.706145656306226,1.5,"State 1"
329,349.508,0.706927771776607,0.706139916096738,1.5,"State 1"
330,350.032,0.706068219830313,0.706134135591011,1.5,"State 1"
331,350.556,0.706137353938402,0.706128316188295,1.5,"State 1"
332,351.08,0.705491957587327,0.706122459331202,1.5,"State 1"
333,351.604,0.706290542490106,0.706116566504521,1.5,"State 1"
334,352.128,0.708308199609952,0.706110639233949,1.5,"State 1"
335,352.652,0.707482996326908,0.706104679084714,1.5,"State 1"
336,353.176,0.705467921840276,0.706098687660113,1.5,"State 1"
337,353.7,0.706199627218676,0.706092666599954,1.5,"State 1"
338,354.224,0.706990892059304,0.706086617578917,1.5,"State 1"
339,354.748,0.707097573150764,0.706080542304821,1.5,"State 1"
340,355.272,0.705653472237661,0.706074442516812,1.5,"State 1"
341,355.796,0.70650204861128,0.706068319983478,1.5,"State 1"
342,356.32,0.707191395811855,0.706062176500886,1.5,"State 1"
343,356.844,0.707198789025076,0.706056013890545,1.5,"State 1"
344,357.368,0.706561037177199,0.706049833997312,1.5,"State 1"
345,357.892,0.706217938866045,0.706043638687237,1.5,"State 1"
346,358.416,0.705642172580671,0.706037429845344,1.5,"State 1"
347,358.94,0.706359180803489,0.706031209373374,1.5,"State 1"
348,359.464,0.705761531569721,0.706024979187479,1.5,"State 1"
349,359.988,0.705603280861408,0.706018741215879,1.5,"State 1"
350,360.512,0.705830922729321,0.706012497396484,1.5,"State 1"
351,361.036,0.706154077592497,0.7060062496745,1.5,"State 1"
352,361.56,0.704593906722172,0.706,1.5,"State 1"
353,362.084,0.705489231282297,0.7059937503255,1.5,"State 1"
354,362.608,0.705945953235946,0.705987502603516,1.5,"State 1"
355,363.132,0.706230959203354,0.705981258784121,1.5,"State 1"
356,363.656,0.705950386311276,0.705975020812521,1.5,"State 1"
357,364.18,0.705940585880911,0.705968790626626,1.5,"State 1"
358,364.704,0.706098069844693,0.705962570154656,1.5,"State 1"
359,365.228,0.705710835106376,0.705956361312763,1.5,"State 1"
360,365.752,0.708140098280274,0.705950166002688,1.5,"State 1"
361,366.276,0.706467402015741,0.705943986109455,1.5,"State 1"
362,366.8,0.706547887559624,0.705937823499114,1.5,"State 1"
363,367.324,0.706474844537895,0.705931680016522,1.5,"State 1"
364,367.848,0.707216819953794,0.705925557483188,1.5,"State 1"
365,368.372,0.706781606360331,0.705919457695179,1.5,"State 1"
366,368.896,0.706207689798267,0.705913382421083,1.5,"State 1"
367,369.42,0.706484328232181,0.705907333400046,1.5,"State 1"
368,369.944,0.706064784403652,0.705901312339888,1.5,"State 1"
369,370.468,0.707324796159777,0.705895320915286,1.5,"State 1"
370,370.992,0.706499131622407,0.705889360766051,1.5,"State 1"
371,371.516,0.707641937854658,0.705883433495479,1.5,"State 1"
372,372.04,0.706134430164658,0.705877540668798,1.5,"State 1"
373,372.564,0.706479647009617,0.705871683811705,1.5,"State 1"
374,373.088,0.707655450103343,0.705865864408989,1.5,"State 1"
375,373.612,0.707048015881973,0.705860083903262,1.5,"State 1"
376,374.136,0.706519570650304,0.705854343693774,1.5,"State 1"
377,374.66,0.705249187700159,0.705848645135334,1.5,"State 1"
378,375.184,0.705788284464163,0.705842989537326,1.5,"State 1"
379,375.708,0.705730467138403,0.70583737816283,1.5,"State 1"
380,376.232,0.704487668778001,0.705831812227832,1.5,"State 1"
381,376.756,0.705011320010062,0.705826292900546,1.5,"State 1"
382,377.28,0.705807442213111,0.705820821300825,1.5,"State 1"
383,377.804,0.70628389509324,0.705815398499677,1.5,"State 1"
384,378.328,0.704899944376698,0.705810025518872,1.5,"State 1"
385,378.852,0.70598715853266,0.705804703330652,1.5,"State 1"
386,379.376,0.705893517260028,0.705799432857526,1.5,"State 1"
387,379.9,0.705080156094477,0.705794214972163,1.5,"State 1"
388,380.424,0.704824438530828,0.705789050497375,1.5,"State 1"
389,380.948,0.70494533305934,0.705783940206184,1.5,"State 1"
390,381.472,0.706014127534416,0.705778884821977,1.5,"State 1"
391,381.996,0.705513157634481,0.705773885018739,1.5,"State 1"
392,382.52,0.705002149543736,0.70576894142137,1.5,"State 1"
393,383.044,0.705898733963983,0.7055,2,"State 2"
394,383.568,0.704479276514494,0.7055,2,"State 2"
395,384.092,0.705246406709332,0.7055,2,"State 2"
396,384.616,0.706394216841585,0.7055,2,"State 2"
397,385.14,0.705092980231428,0.7055,2,"State 2"
398,385.664,0.705943520320729,0.7055,2,"State 2"
399,386.188,0.705547070917334,0.7055,2,"State 2"
400,386.712,0.705447834130873,0.7055,2,"State 2"
401,387.236,0.705176091500887,0.7055,2,"State 2"
402,387.76,0.704404875418753,0.7055,2,"State 2"
403,388.284,0.704032571025116,0.7055,2,"State 2"
404,388.808,0.705090354902587,0.7055,2,"State 2"
405,389.332,0.705654875783075,0.7055,2,"State 2"
406,389.856,0.704651982174492,0.7055,2,"State 2"
407,390.38,0.705287528015564,0.7055,2,"State 2"
408,390.904,0.705596806593179,0.7055,2,"State 2"
409,391.428,0.704621908474858,0.7055,2,"State 2"
410,391.952,0.705613493300875,0.7055,2,"State 2"
411,392.476,0.705032915086599,0.7055,2,"State 2"
412,393,0.705354827539746,0.7055,2,"State 2"
413,393.524,0.705234960036813,0.7055,2,"State 2"
414,394.048,0.705165632614738,0.7055,2,"State 2"
415,394.572,0.704731707343768,0.7055,2,"State 2"
416,395.096,0.703523736603038,0.7055,2,"State 2"
417,395.62,0.70587993020461,0.7055,2,"State 2"
418,396.144,0.706347764157342,0.7055,2,"State 2"
419,396.668,0.70513808617471,0.7055,2,"State 2"
420,397.192,0.704844837760386,0.7055,2,"State 2"
421,397.716,0.705899578841989,0.7055,2,"State 2"
422,398.24,0.704731778286897,0.7055,2,"State 2"
423,398.764,0.705030047128403,0.7055,2,"State 2"
424,399.288,0.705827938587165,0.7055,2,"State 2"
425,399.812,0.704760777241258,0.7055,2,"State 2"
426,400.336,0.705995189718049,0.7055,2,"State 2"
427,400.86,0.706078632527624,0.7055,2,"State 2"
428,401.384,0.705490608688569,0.7055,2,"State 2"
429,401.908,0.706161803441944,0.7055,2,"State 2"
430,402.432,0.7050005168447,0.7055,2,"State 2"
431,402.956,0.70533158186567,0.7055,2,"State 2"
432,403.48,0.70534106785728,0.7055,2,"State 2"
433,404.004,0.704551128573228,0.7055,2,"State 2"
434,404.528,0.704123234166546,0.7055,2,"State 2"
435,405.052,0.706137239145402,0.7055,2,"State 2"
436,405.576,0.705895467433171,0.7055,2,"State 2"
437,406.1,0.707348062172345,0.7055,2,"State 2"
438,406.624,0.707544067560893,0.7055,2,"State 2"
439,407.148,0.706010813516911,0.7055,2,"State 2"
440,407.672,0.707705600094008,0.7055,2,"State 2"
441,408.196,0.706228601321479,0.7055,2,"State 2"
442,408.72,0.706380506746411,0.7055,2,"State 2"
443,409.244,0.706020669428753,0.7055,2,"State 2"
444,409.768,0.704733137764539,0.7055,2,"State 2"
445,410.292,0.704707692039643,0.7055,2,"State 2"
446,410.816,0.7057035126612,0.7055,2,"State 2"
447,411.34,0.706319967134026,0.7055,2,"State 2"
448,411.864,0.70640960821077,0.7055,2,"State 2"
449,412.388,0.704527587459995,0.7055,2,"State 2"
450,412.912,0.706364698253992,0.7055,2,"State 2"
451,413.436,0.707761565457834,0.7055,2,"State 2"
452,413.96,0.707816057077064,0.7055,2,"State 2"
453,414.484,0.706803724011576,0.7055,2,"State 2"
454,415.008,0.706598866066014,0.7055,2,"State 2"
455,415.532,0.706701784811394,0.7055,2,"State 2"
456,416.056,0.705528037903543,0.7055,2,"State 2"
457,416.58,0.706850350787535,0.7055,2,"State 2"
458,417.104,0.706240962602561,0.7055,2,"State 2"
459,417.628,0.705256320578745,0.7055,2,"State 2"
460,418.152,0.704847502396918,0.7055,2,"State 2"
461,418.676,0.70493653484681,0.7055,2,"State 2"
462,419.2,0.70518283179304,0.7055,2,"State 2"
463,419.724,0.705576972951066,0.7055,2,"State 2"
464,420.248,0.704981875217363,0.7055,2,"State 2"
465,420.772,0.705412208713226,0.7055,2,"State 2"
466,421.296,0.706984163306784,0.7055,2,"State 2"
467,421.82,0.706036850039998,0.7055,2,"State 2"
468,422.344,0.706692544387436,0.7055,2,"State 2"
469,422.868,0.705149643969534,0.7055,2,"State 2"
470,423.392,0.70555664076308,0.7055,2,"State 2"
471,423.916,0.706941895918699,0.7055,2,"State 2"
472,424.44,0.706402253392328,0.7055,2,"State 2"
473,424.964,0.706123129936249,0.7055,2,"State 2"
474,425.488,0.705994096118104,0.7055,2,"State 2"
475,426.012,0.704881903976041,0.7055,2,"State 2"
476,426.536,0.704630238377466,0.7055,2,"State 2"
477,427.06,0.706170509438621,0.7055,2,"State 2"
478,427.584,0.705061693975638,0.7055,2,"State 2"
479,428.108,0.704412534400442,0.7055,2,"State 2"
480,428.632,0.704404286674472,0.7055,2,"State 2"
481,429.156,0.705528035059668,0.7055,2,"State 2"
482,429.68,0.705991229945797,0.7055,2,"State 2"
483,430.204,0.705987418856085,0.7055,2,"State 2"
484,430.728,0.704664018918359,0.7055,2,"State 2"
485,431.252,0.704815499357927,0.7055,2,"State 2"
486,431.776,0.70517804858909,0.7055,2,"State 2"
487,432.3,0.705903456487823,0.7055,2,"State 2"
488,432.824,0.704205081543189,0.7055,2,"State 2"
489,433.348,0.706119636658231,0.7055,2,"State 2"
490,433.872,0.705176587729441,0.7055,2,"State 2"
491,434.396,0.70563894367034,0.7055,2,"State 2"
492,434.92,0.705509682380155,0.7055,2,"State 2"
